28918,minus_five_ten
21752,plus_five
29814,plus_ten
26694,minus_ten
23905,minus_five
35368,plus_five_ten
42121,plus_five
1069,plus_ten
30520,plus_five_ten
18368,minus_five_ten
3507,minus_five
12463,minus_five_ten
2143,plus_five_ten
23856,minus_five
8835,plus_five_ten
14647,minus_five
8092,plus_five
41637,minus_five_ten
41365,minus_five
43790,minus_five_ten
18184,plus_five
12656,plus_ten
31541,minus_ten
31994,plus_five
16819,plus_five
24741,minus_five
37486,minus_five
25906,minus_five_ten
14771,minus_five
30218,plus_five_ten
31027,minus_five_ten
13715,plus_five
9401,plus_five_ten
20125,plus_five_ten
5669,plus_five
41981,minus_five
43286,plus_ten
41883,minus_five
4961,plus_five
1616,plus_ten
37511,plus_five_ten
22118,minus_five
43296,plus_five
20103,plus_five
31054,plus_ten
28695,plus_five_ten
8382,plus_ten
7187,minus_ten
23541,plus_five
27145,plus_five_ten
23130,plus_five
37817,plus_five
8905,minus_five
24783,plus_five
42364,plus_five
35772,minus_five
37869,plus_five
14517,minus_five
33190,minus_ten
15438,minus_five
33884,plus_five
40020,plus_five
46636,plus_five
792,plus_ten
44934,plus_five
46639,plus_ten
32524,plus_five_ten
3031,plus_five
26440,minus_five
44801,plus_five
7295,minus_five_ten
46333,plus_ten
3571,plus_five
21802,minus_five
1786,plus_ten
25698,plus_ten
22073,plus_five_ten
1900,plus_five
40849,plus_five
24618,minus_ten
25599,plus_five
38023,minus_ten
25178,plus_five_ten
15679,minus_five
7611,plus_five
12953,minus_five_ten
5537,plus_five
15341,plus_ten
21540,plus_five
2974,plus_five
29889,plus_five_ten
11026,minus_five
41075,plus_ten
37180,plus_five
8071,minus_five
43417,plus_five_ten
10844,minus_ten
41497,minus_five
28083,plus_ten
31635,plus_five
14670,plus_five
5543,plus_five_ten
38370,plus_ten
34379,minus_five
12767,minus_five
32507,minus_five
7577,plus_five
14001,plus_five_ten
35559,minus_five
23218,minus_ten
24478,plus_ten
27368,plus_five_ten
11014,minus_five
40590,minus_five
41790,minus_five
9237,minus_five
41334,plus_ten
389,plus_ten
21096,plus_five_ten
27188,minus_ten
10670,minus_five
27527,plus_five
36947,plus_five
1497,minus_five_ten
6907,minus_five_ten
4838,plus_five_ten
22156,plus_five
30415,minus_five
29972,plus_five
11759,minus_ten
36475,plus_five_ten
27146,plus_five
27729,plus_five
5671,plus_five
4612,minus_five
27203,plus_ten
17426,minus_five
31584,plus_five_ten
18775,plus_five_ten
41424,plus_five
30031,plus_ten
10958,minus_five
29441,plus_five
7793,minus_ten
10299,minus_five
37743,plus_five_ten
6686,minus_five
45776,plus_five
39885,minus_five
45919,minus_five
34357,plus_five
29648,minus_five_ten
31064,minus_five_ten
13420,plus_five
29886,plus_ten
14088,plus_five
14836,plus_five_ten
5347,plus_five
24620,plus_five
46233,minus_five
11221,minus_five_ten
32725,plus_ten
12306,minus_five
46365,plus_five
31875,plus_five
44674,minus_five_ten
